Participant.id_in_session,Participant.code,Participant.label,Participant._is_bot,Participant._index_in_pages,Participant._max_page_index,Participant._current_app_name,Participant._round_number,Participant._current_page_name,Participant.ip_address,Participant.time_started,Participant.exclude_from_data_analysis,Participant.visited,Participant.mturk_worker_id,Participant.mturk_assignment_id,Player.id_in_group,Player.quiz_q1,Player.quiz_q2,Player.role_int,Player.seller_price0,Player.seller_price1,Player.seller_price2,Player.seller_price3,Player.seller_price4,Player.seller_price5,Player.seller_price6,Player.seller_price7,Player.seller_price8,Player.seller_price9,Player.seller_price10,Player.seller_price11,Player.seller_price12,Player.seller_price13,Player.seller_price14,Player.seller_price15,Player.seller_total_price,Player.sales,Player.earnings,Player.buyer_choice,Player.seller_selected,Player.price_paid,Player.identifier,Player.cum_profits,Player.clicks,Player.payoff,Group.id_in_subsession,Subsession.round_number,Subsession.num_prices,Subsession.sellers_per_group,Subsession.buyers_per_group,Subsession.game_number,Session.code,Session.label,Session.experimenter_name,Session.time_scheduled,Session.time_started,Session.mturk_HITId,Session.mturk_HITGroupId,Session.comment,Session.is_demo
3,qpookmnh,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.246167+00:00,0,1,,,2,It depends on the prices I set,It depends on the prices I set,2,,,,,,,,,,,,,,,,,,,,1,2,319,1,2233,0,481,2,8,16,2,2,3,rr95817w,,,,,,,,0
4,38n1fons,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.402168+00:00,0,1,,,3,0 tokens,0 tokens,2,,,,,,,,,,,,,,,,,,,,1,2,319,2,2653,0,481,2,8,16,2,2,3,rr95817w,,,,,,,,0
5,ircptch2,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.558169+00:00,0,1,,,4,It depends on the prices I set,It depends on the prices I set,2,,,,,,,,,,,,,,,,,,,,1,2,380,2,2422,0,420,1,8,16,2,2,3,rr95817w,,,,,,,,0
6,x7xka33o,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.714170+00:00,0,1,,,3,0 tokens,0 tokens,1,46,15,0,41,33,42,14,8,29,34,29,33,0,41,10,5,380,2,560,,,,2,1515,0,560,1,8,16,2,2,3,rr95817w,,,,,,,,0
7,kcpuzzz9,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.871171+00:00,0,1,,,1,0 tokens,0 tokens,1,41,35,7,16,7,30,0,39,7,12,13,36,14,15,28,19,319,2,438,,,,2,1749,0,438,2,8,16,2,2,3,rr95817w,,,,,,,,0
8,fp6k0k6z,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.011572+00:00,0,1,,,2,It depends on the prices I set,It depends on the prices I set,2,,,,,,,,,,,,,,,,,,,,1,2,380,1,1998,0,420,1,8,16,2,2,3,rr95817w,,,,,,,,0
9,sh6hsflz,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.169573+00:00,0,1,,,4,It depends on the prices I set,It depends on the prices I set,1,8,12,47,27,37,49,9,0,10,26,24,4,4,8,20,7,292,0,0,,,,1,1398,0,0,2,8,16,2,2,3,rr95817w,,,,,,,,0
10,fnzmcyq8,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.325574+00:00,0,1,,,2,0 tokens,0 tokens,1,3,31,13,49,3,12,1,30,28,6,32,28,31,27,48,15,357,1,257,,,,2,2289,0,257,3,8,16,2,2,3,rr95817w,,,,,,,,0
11,smom7ta6,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.481575+00:00,0,1,,,1,It depends on the prices I set,It depends on the prices I set,1,48,39,9,17,11,49,3,25,33,39,33,17,7,37,9,1,377,0,0,,,,1,1892,0,0,1,8,16,2,2,3,rr95817w,,,,,,,,0
12,fgthtd8j,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.637576+00:00,0,1,,,1,It depends on the prices I set,It depends on the prices I set,2,,,,,,,,,,,,,,,,,,,,1,2,357,2,1449,0,443,3,8,16,2,2,3,rr95817w,,,,,,,,0
